SN,Title,Company,Experience,Salary,Description
117,"Part Time Jobs, Data Entry, Work From Home, Data Entry Jobs, Online Data Entry, Home Based Jobs",Company Name Confidential,0-5 years,Not Specified,"WE ARE PROVIDING: Data Entry Jobs,Work From Home Jobs,Part Time Jobs,Online Data Entry Jobs,Typing Jobs,Work At Home Jobs,Based Data Entry,Back Office,Non Voice,Freelance,Simple Typing ****************************************************************************************************************************************************** For more details contact us on our Whatsapp number: 7899580103 ****************************************************************************************************************************************************** NATURE OF JOB: work from home jobs,online data entry Jobs,Home based Data entry and proof reading,Part Time Full Time Jobs ****************************************************************************************************************************************************** JOB LOCALITY: All India-any location-work from home *****Skills: Basic Computer Knowledge and Basic Typing skills*********  ****************************************************************************************************************************************************** JOB RESPONSIBILITY: Your Job Responsibilities is that you have to submit your work on time without mistake Company will give you the content you have to just type according to the company guidelines.****EXPERIENCE: Minimum Experience:0 years Maximum Experience: up to 5 years.****REQUIREMENTS: Laptop/Computer/Smart phone****JOB FEATURES: 1.No hard target you can do minimum 30 pages in 7 days 2.No internet required to do the work 3.You can work from any location 4.Hassle free payment guarantee 5.100% payment guaranteed 6.Its very useful for students, retired person housewife & job seekers 7.You can work from home.  ****************************************************************************************************************************************************** Regards, Gautam, Whatsapp number: 7899580103 Thank You"
118,"Data Entry Jobs, Online Data Entry Jobs available, Typing Jobs, Work From Home Jobs, Part Time Jobs",Company Name Confidential,0-5 years,Not Specified,"WE ARE PROVIDING: Data Entry Jobs,Work From Home Jobs,Part Time Jobs,Online Data Entry Jobs,Typing Jobs,Work At Home Jobs,Based Data Entry,Back Office,Non Voice,Freelance,Simple Typing ****************************************************************************************************************************************************** For more details contact us on our Whatsapp number: 7899580103 ****************************************************************************************************************************************************** NATURE OF JOB: work from home jobs,online data entry Jobs,Home based Data entry and proof reading,Part Time Full Time Jobs ****************************************************************************************************************************************************** JOB LOCALITY: All India-any location-work from home *****Skills: Basic Computer Knowledge and Basic Typing skills*********  ****************************************************************************************************************************************************** JOB RESPONSIBILITY: Your Job Responsibilities is that you have to submit your work on time without mistake Company will give you the content you have to just type according to the company guidelines.****EXPERIENCE: Minimum Experience:0 years Maximum Experience: up to 5 years.****REQUIREMENTS: Laptop/Computer/Smart phone****JOB FEATURES: 1.No hard target you can do minimum 30 pages in 7 days 2.No internet required to do the work 3.You can work from any location 4.Hassle free payment guarantee 5.100% payment guaranteed 6.Its very useful for students, retired person housewife & job seekers 7.You can work from home.  ****************************************************************************************************************************************************** Regards, Gautam, Whatsapp number: 7899580103 Thank You"
119,"Home Based, Data Entry Jobs, Work From Home, Data Entry Jobs, Online Data Entry jobs, Typing Jobs",Company Name Confidential,0-5 years,Not Specified,"WE ARE PROVIDING: Data Entry Jobs,Work From Home Jobs,Part Time Jobs,Online Data Entry Jobs,Typing Jobs,Work At Home Jobs,Based Data Entry,Back Office,Non Voice,Freelance,Simple Typing ****************************************************************************************************************************************************** For more details contact us on our Whatsapp number: 7899580103 ****************************************************************************************************************************************************** NATURE OF JOB: work from home jobs,online data entry Jobs,Home based Data entry and proof reading,Part Time Full Time Jobs ****************************************************************************************************************************************************** JOB LOCALITY: All India-any location-work from home *****Skills: Basic Computer Knowledge and Basic Typing skills*********  ****************************************************************************************************************************************************** JOB RESPONSIBILITY: Your Job Responsibilities is that you have to submit your work on time without mistake Company will give you the content you have to just type according to the company guidelines.****EXPERIENCE: Minimum Experience:0 years Maximum Experience: up to 5 years.****REQUIREMENTS: Laptop/Computer/Smart phone****JOB FEATURES: 1.No hard target you can do minimum 30 pages in 7 days 2.No internet required to do the work 3.You can work from any location 4.Hassle free payment guarantee 5.100% payment guaranteed 6.Its very useful for students, retired person housewife & job seekers 7.You can work from home.  ****************************************************************************************************************************************************** Regards, Gautam, Whatsapp number: 7899580103 Thank You"
120,"Data Entry Jobs, Part Time Jobs, Work From Home Jobs, Online Data Entry Jobs, Home Based Online Jobs",Company Name Confidential,0-5 years,Not Specified,"WE ARE PROVIDING: Data Entry Jobs,Work From Home Jobs,Part Time Jobs,Online Data Entry Jobs,Typing Jobs,Work At Home Jobs,Based Data Entry,Back Office,Non Voice,Freelance,Simple Typing ****************************************************************************************************************************************************** For more details contact us on our Whatsapp number: 7899580103 ****************************************************************************************************************************************************** NATURE OF JOB: work from home jobs,online data entry Jobs,Home based Data entry and proof reading,Part Time Full Time Jobs ****************************************************************************************************************************************************** JOB LOCALITY: All India-any location-work from home *****Skills: Basic Computer Knowledge and Basic Typing skills*********  ****************************************************************************************************************************************************** JOB RESPONSIBILITY: Your Job Responsibilities is that you have to submit your work on time without mistake Company will give you the content you have to just type according to the company guidelines.****EXPERIENCE: Minimum Experience:0 years Maximum Experience: up to 5 years.****REQUIREMENTS: Laptop/Computer/Smart phone****JOB FEATURES: 1.No hard target you can do minimum 30 pages in 7 days 2.No internet required to do the work 3.You can work from any location 4.Hassle free payment guarantee 5.100% payment guaranteed 6.Its very useful for students, retired person housewife & job seekers 7.You can work from home.  ****************************************************************************************************************************************************** Regards, Gautam, Whatsapp number: 7899580103 Thank You"
121,"Simple Typing Jobs, Home Based, Online Jobs, Part Time Jobs, Work From Home Jobs, Data Entry Jobs",Company Name Confidential,0-5 years,Not Specified,"WE ARE PROVIDING: Data Entry Jobs,Work From Home Jobs,Part Time Jobs,Online Data Entry Jobs,Typing Jobs,Work At Home Jobs,Based Data Entry,Back Office,Non Voice,Freelance,Simple Typing ****************************************************************************************************************************************************** For more details contact us on our Whatsapp number: 7899580103 ****************************************************************************************************************************************************** NATURE OF JOB: work from home jobs,online data entry Jobs,Home based Data entry and proof reading,Part Time Full Time Jobs ****************************************************************************************************************************************************** JOB LOCALITY: All India-any location-work from home *****Skills: Basic Computer Knowledge and Basic Typing skills*********  ****************************************************************************************************************************************************** JOB RESPONSIBILITY: Your Job Responsibilities is that you have to submit your work on time without mistake Company will give you the content you have to just type according to the company guidelines.****EXPERIENCE: Minimum Experience:0 years Maximum Experience: up to 5 years.****REQUIREMENTS: Laptop/Computer/Smart phone****JOB FEATURES: 1.No hard target you can do minimum 30 pages in 7 days 2.No internet required to do the work 3.You can work from any location 4.Hassle free payment guarantee 5.100% payment guaranteed 6.Its very useful for students, retired person housewife & job seekers 7.You can work from home.  ****************************************************************************************************************************************************** Regards, Gautam, Whatsapp number: 7899580103 Thank You"
122,We are hiring for Admin//Front office//HR Executive//Ground Staff,Company Name Confidential,0-5 years,220000 - 880000 INR,"Job Description Send me similar jobs Job Description, Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
123,We are hiring for Cabin Crew//Ground Staff//Air Hostess Activities//Admin Executive,Company Name Confidential,0-5 years,220000 - 880000 INR,"Job Description Send me similar jobs Job Description, Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
124,We are hiring for Admin//Front office//HR Executive//Ground Staff,Company Name Confidential,0-5 years,220000 - 880000 INR,"Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
125,"Hiring For Data Entry Work From Home, Online Data Entry Jobs, Work From Home jobs, Part Time Jobs",Company Name Confidential,0-5 years,Not Specified,"Dear Job Seeker, We are offering Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs ****************************************************************************************************************************************************** For more details contact us on 8296761451 or WHATS APP your name to the same number we will send you the complete job details as soon as possible. ****************************************************************************************************************************************************** One of the Greatest Working/Earning Opportunity for Students, Part time workers, house wives, retired persons and Fresher. Work at your own spare time and earn Extra income from Home ****************************************************************************************************************************************************** Job Titles: Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs, Computer Operator, Data entry operator, Data entry, Back office, Part Time Work From Home Part Time Job, Typing, Online Jobs, Self Employed, Typist, Freelancer, Freshers, Non voice, Backend ****************************************************************************************************************************************************** Location: All India- work from home**********Payment: Weekly payment every 7th day**********Basic requirement: computer and internet**********Experience: Not Required*****  Regards, Sachin WhatsApp No: - 8296761451."
126,"Work From Home Jobs, Data Entry Freelance Jobs, Home Based Jobs, Part Time Jobs, Data Entry Jobs",Company Name Confidential,0-5 years,Not Specified,"Dear Job Seeker, We are offering Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs ****************************************************************************************************************************************************** For more details contact us on 8296761451 or WHATS APP your name to the same number we will send you the complete job details as soon as possible. ****************************************************************************************************************************************************** One of the Greatest Working/Earning Opportunity for Students, Part time workers, house wives, retired persons and Fresher. Work at your own spare time and earn Extra income from Home ****************************************************************************************************************************************************** Job Titles: Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs, Computer Operator, Data entry operator, Data entry, Back office, Part Time Work From Home Part Time Job, Typing, Online Jobs, Self Employed, Typist, Freelancer, Freshers, Non voice, Backend ****************************************************************************************************************************************************** Location: All India- work from home**********Payment: Weekly payment every 7th day**********Basic requirement: computer and internet**********Experience: Not Required*****  Regards, Sachin WhatsApp No: - 8296761451."
127,"Data Entry, Work From Home Jobs, Online Data Entry Jobs, Work From Home Jobs available, Typing Jobs",Company Name Confidential,0-5 years,Not Specified,"Dear Job Seeker, We are offering Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs ****************************************************************************************************************************************************** For more details contact us on 8296761451 or WHATS APP your name to the same number we will send you the complete job details as soon as possible. ****************************************************************************************************************************************************** One of the Greatest Working/Earning Opportunity for Students, Part time workers, house wives, retired persons and Fresher. Work at your own spare time and earn Extra income from Home ****************************************************************************************************************************************************** Job Titles: Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs, Computer Operator, Data entry operator, Data entry, Back office, Part Time Work From Home Part Time Job, Typing, Online Jobs, Self Employed, Typist, Freelancer, Freshers, Non voice, Backend ****************************************************************************************************************************************************** Location: All India- work from home**********Payment: Weekly payment every 7th day**********Basic requirement: computer and internet**********Experience: Not Required*****  Regards, Sachin WhatsApp No: - 8296761451."
128,"Online Data Entry Jobs, Work From Home Jobs, Work From Home Jobs available, Typing Jobs, Data Entry",Company Name Confidential,0-5 years,Not Specified,"Dear Job Seeker, We are offering Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs ****************************************************************************************************************************************************** For more details contact us on 8296761451 or WHATS APP your name to the same number we will send you the complete job details as soon as possible. ****************************************************************************************************************************************************** One of the Greatest Working/Earning Opportunity for Students, Part time workers, house wives, retired persons and Fresher. Work at your own spare time and earn Extra income from Home ****************************************************************************************************************************************************** Job Titles: Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs, Computer Operator, Data entry operator, Data entry, Back office, Part Time Work From Home Part Time Job, Typing, Online Jobs, Self Employed, Typist, Freelancer, Freshers, Non voice, Backend ****************************************************************************************************************************************************** Location: All India- work from home**********Payment: Weekly payment every 7th day**********Basic requirement: computer and internet**********Experience: Not Required*****  Regards, Sachin WhatsApp No: - 8296761451."
129,"Data Entry Jobs available, Online Data Entry Jobs, Work From Home Jobs, Data Entry Jobs, Typing Jobs",Company Name Confidential,0-5 years,Not Specified,"Dear Job Seeker, We are offering Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs ****************************************************************************************************************************************************** For more details contact us on 8296761451 or WHATS APP your name to the same number we will send you the complete job details as soon as possible. ****************************************************************************************************************************************************** One of the Greatest Working/Earning Opportunity for Students, Part time workers, house wives, retired persons and Fresher. Work at your own spare time and earn Extra income from Home ****************************************************************************************************************************************************** Job Titles: Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs, Computer Operator, Data entry operator, Data entry, Back office, Part Time Work From Home Part Time Job, Typing, Online Jobs, Self Employed, Typist, Freelancer, Freshers, Non voice, Backend ****************************************************************************************************************************************************** Location: All India- work from home**********Payment: Weekly payment every 7th day**********Basic requirement: computer and internet**********Experience: Not Required*****  Regards, Sachin WhatsApp No: - 8296761451."
130,"Work From Home Jobs, Online Data Entry Jobs, Part Time Jobs, Data Entry Job, Online Jobs, Data Entry",Company Name Confidential,0-5 years,Not Specified,"Dear Job Seeker, We are offering Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs ****************************************************************************************************************************************************** For more details contact us on 8296761451 or WHATS APP your name to the same number we will send you the complete job details as soon as possible. ****************************************************************************************************************************************************** One of the Greatest Working/Earning Opportunity for Students, Part time workers, house wives, retired persons and Fresher. Work at your own spare time and earn Extra income from Home ****************************************************************************************************************************************************** Job Titles: Online Data Entry Jobs, Work From Home Jobs, Part Time Job, Home Based Jobs, Computer Operator, Data entry operator, Data entry, Back office, Part Time Work From Home Part Time Job, Typing, Online Jobs, Self Employed, Typist, Freelancer, Freshers, Non voice, Backend ****************************************************************************************************************************************************** Location: All India- work from home**********Payment: Weekly payment every 7th day**********Basic requirement: computer and internet**********Experience: Not Required*****  Regards, Sachin WhatsApp No: - 8296761451."
131,Urgent Hiring for Cabin Crew / Air hostess / Flight Attendant/Ground-Staff ( Freshers ),Company Name Confidential,0-5 years,220000 - 880000 INR,"Job Description Send me similar jobs Job Description, Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 Best Regards, (HR Team)"
132,Hiring For Airport in Ground Staff | Air Ticketing Executive | Cabin Crew | Freshers,Company Name Confidential,0-5 years,220000 - 880000 INR,"Job Description Send me similar jobs Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer. Key Responsibilities: Welcome passengers on board and directing them to their seats. Providing Information and safety procedures to the passengers Checking all seat belts and galleys are secure prior to take-off. Making announcements on behalf of the pilot and answering questions during the flight Serving meals and refreshments; Selling duty-free goods and advising passengers of any allowance restrictions in force at their destination; Reassuring passengers and ensuring that they follow safety procedures correctly in emergency situations. Providing first aid facility Ticketing and maintenance Technical help SKILLS Strong verbal communication skills Excellent Personality Interview Timings:- 10 am to 6 pm Qualification: Any Under Grad/Graduated(Freshers) POSITION:- Air Ticketing / Ground Staff / Cabin Crew / technical SALARY:- 25K To 35K + CAB + MEALS ADVANTAGES:- OPPORTUNITY TO JOIN THE FASTEST GROWING ORGANIZATION. AFTER COMPLETING 15-18 MONTHS YOU CAN APPLY IN ANY RESPECTIVE DEPT RELATED TO YOUR FIELD. LUCRATIVE PACKAGES. Other Details: Department:- Airport / Airline /Ground Staff / Cabin Crew Industry:-Aviation / Airline Regards HR Team"
133,urgent hiring for air hostess//flight nurse//ground staff//cargo supervisor,Company Name Confidential,0-5 years,220000 - 869999 INR,"Job Description Send me similar jobs Job brief Our company is looking for an aircraft mechanic to ensure aircrafts operate properly and securely, based on regional safety regulations. Your primary responsibilities include maintaining and repairing system components. You'll detect malfunctions and fix them using power and hand tools. You will not be alone in this; you'll work closely with your supervisor and other mechanics to deliver quick and efficient solutions. To succeed in this role, you must have excellent manual dexterity and stamina. Hands-on experience with complex equipment is also a must-have skill for you. If you are analytical, detail-oriented with a keen interest in mechanics and aircrafts, we'd like to hear from you. Responsibilities Perform regular system inspections Maintain systems and equipment Use gauges and diagnostic tests to detect malfunctions Repair or replace broken aircraft parts Perform troubleshooting Keep maintenance and repair logs Use power and hand tools (e.g. cranes, grinders) Understand and apply guidelines from manuals and blueprints Ensure compliance with regional safety regulations Collaborate with other mechanics and electricians Requirements and skills Previous experience as a petroleum engineer or in a similar role Hands-on experience with drilling equipment Great mathematical and IT skills Excellent problem-solving and troubleshooting abilities Available for travel to different locations on a regular basis Professional engineering license is required A degree in engineering is a must; MSc is preferred Dear Candidates We are looking for energetic ground staff to be responsible for administrative duties and communication with passengers. Your duties will include welcoming passengers, providing information, assisting passengers who are disabled or are traveling with small children, checking in luggage, taking reservations, and selling tickets. You should be able to promptly resolve passenger queries and ensure that all passengers are satisfied. To be successful as ground staff, you should display outstanding interpersonal skills and achieve excellent customer service, which consistently meets the goals and vision of the airline company. Ultimately, outstanding ground staff should be able to multi-task and ensure that every passenger is comfortable, safe and well-informed of flight schedules, aircraft delays, weather concerns and other factors that may affect passengers. Ground Staff Responsibilities: Greeting and welcoming passengers, and responding to questions. Checking in baggage. Making reservations. Selling airline tickets. Stocking aircraft with refreshments. Cleaning aircraft after flights. Assisting disabled passengers and those with small children. Providing information to passengers. Ground Staff Requirements: Diploma in administration or travel, or PG diploma course. Experience in customer care. Excellent interpersonal skills. Well-groomed. Willing to work shifts. Computer literate. Interested Candidates can apply for this jobs no need any amount. Thanks &Regards Hr Team"
134,Air Ticketing Executive//Cabin Crew//Ground Staff//Air Hostess Activities//Airport Management,Company Name Confidential,0-5 years,220000 - 880000 INR,"Ground Staff Job Description:: Airport Ground Staff must have the ability to handle the situation in every condition along with diplomatic Abilities, the flexibility of attitude, great communication, and organizing skills which are the most essential qualities needed for Airport Ground Staff as they spend much of their time in interacting with air passengers. Knowledge of more than one domestic and foreign languages can prove an added asset for an Airport Ground Staff as he has to meet people from different regions knowing different Languages. Airport Ground Staff must possess a calm and friendly personality, ability to handle people and their belonging to pressure conditions. Above all Airport Ground Staff must possess good health, energy, and stamina for working long and irregular hours as they are responsible for every little work of the passenger once they are landed. Age- 18 to 45 Qualification- 12th any stream followed by Diploma,Graduate or PG Diploma course. Cabin Crew Job Description You will need excellent communication skills in order to understand and see to your customers needs, especially in the case of an emergency. Cabin crew need to be dedicated to excellent customer service as their main role is to provide a comfortable and safe experience for their passengers. Cabin crew members need to work together as a team to make sure that all passengers are looked after and comfortable. Numeracy skills are useful for handling money. In the case of an emergency, it is essential that cabin crew have the ability to remain calm. The ability to deal with a range of people in a polite but firm way is important in such a confined working environment. Age- 18 to 45 Air-Ticketing job Duties Ticket agents greet airline customers, help check baggage, and assign seats on the aircraft. This role involves a large amount of customer service as well as lifting larger bags onto the belt behind the counter. These airline representatives are responsible for handling ticket reservations, cancellations, alterations, and informing customers when a flight has been delayed or cancelled .Even under stressful conditions, a ticket agent is expected to maintain a well groomed appearance and a polite manner. The type of uniform is usually dependent on the airline. The ticket agent is also expected to be able to stand up for hours at a time and frequently lift between 50 and 100 pounds of luggage. Job Qualifications A high school diploma is necessary to get a job as a ticket agent, though a two year college degree is generally preferred. Basic computer skills and experience in customer service are usually necessary and some airlines may require experience with a foreign language. Most airlines have a minimum age requirement of 18 to 45 years old. Schedule flexibility is helpful, and overtime and holiday work is typical. Drug tests are usually mandatory prior to employment and a background check by the FAA is also likely. Age- 18 to 45 If you are interested for this job please Best Regards, (HR Team)"
135,Aircraft Maintenance /Aerospace Airport jobs (Freshers also can apply),Company Name Confidential,0-5 years,240000 - 880000 INR,"Job Description Send me similar jobs Aircraft Mechanic Job Description Template We are looking to hire a qualified aircraft mechanic to manage the maintenance and repair of our aircraft. In this role, you'll be responsible for scheduling and overseeing routine maintenance checks, diagnosing mechanical and hydraulic system failures, and advising on the appropriate repair processes. To ensure your success in the role, aircraft mechanics should demonstrate in-depth knowledge of structural, mechanical, and hydraulic systems. An expert aircraft mechanic will be someone who has excellent communication and analytical skills, strong attention to detail, and is dedicated to learning and growing in this field. Aircraft Mechanic Responsibilities: Scheduling and overseeing routine maintenance checks. Implementing and adhering to strict safety guidelines. Creating and maintaining repair logs and records. Using hand tools, diagnostic tests, and gauges to identify hydraulic and mechanical malfunctions. Collaborating with engineers and system mechanics to ensure that all aircraft systems are running correctly. Preparing diagnostics reports and suggesting repair solutions based on thorough evaluations. Ensuring that all aircraft parts are accurately labeled, organized, and restored. Aircraft Mechanic Requirements: Previous experience as an aircraft mechanic or in a similar position. Aviation-specific training and/or qualification. A&P certification is preferred. Strong problem-solving skills and attention to detail. Excellent analytical and organizational skills. Outstanding written and verbal communication skills. Interested candidate can apply this job. Thanks &Regards Hr Team"
136,"data entry job vacancy available, work from home jobs, data entry, online data entry jobs, fresher",Company Name Confidential,0-5 years,Not Specified,"For more details contact us on 8050124392 or WHATS APP your name to the same number we will send you the complete details as soon as possible regarding this job We offer Data Entry Back Office Jobs, Online Data Entry, Work From Home Jobs, Online Jobs and more Work Position: Data Entry Jobs, Work From Home Jobs, Part Time Jobs, Online Data Entry Jobs, Typing Jobs, Work At Home Jobs, Simple Typing Jobs, Work From Home Jobs Online, Home Based Data Entry, Back Office, Non Voice, Freelance Typing, Freelance Writing, Front Office, Data Entry Operation, Data Entry Work From Home, Data Entry Typing, Work From Home Typing, Home Based Online, Home Based Business, Computer Operator, Online Jobs, Typist, Office assistant, Administration Work, It Recruitment, Back Office Operations, it Operations, Secretarial Activities, Part Time Freelance *Fresher, house wife and students can also apply for this job* Job Title: Work from home jobs, Online Jobs, Data Entry and Proof Reading Nature of Job: Work From Home/Home Based/Online Jobs Job Locality: All India (work from home) Payment Mode: Weekly payment Thanks with Regards."
