SN,Title,Company,Experience,Salary,Description
133,IFS- Marketing Services-Content & Communication Hub-Associate 2-Kolkata,PwC,Not Specified,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelAssociateJob Description & SummaryA career in our Advisory Acceleration Centre is the natural extension of PwC's leading class global delivery capabilities. We provide premium, cost effective, high quality services that support process quality and delivery capability in support for client engagements.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Invite and give in the moment feedback in a constructive manner.Share and collaborate effectively with others.Identify and make suggestions for improvements when problems and/or opportunities arise.Handle, manipulate and analyse data and information responsibly.Follow risk management and compliance procedures.Keep up-to-date with developments in area of specialism.Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.Build and maintain an internal and external network.Seek opportunities to learn about how PwC works as a global network of firms.Uphold the firm's code of ethics and business conduct.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
134,IFS- Marketing Services-Content & Communication Hub-Senior Associate -Bangalore,PwC,Not Specified,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelSenior AssociateJob Description & SummaryA career in our Advisory Acceleration Centre is the natural extension of PwC's leading class global delivery capabilities. We provide premium, cost effective, high quality services that support process quality and delivery capability in support for client engagements.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As a Senior Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Use feedback and reflection to develop self awareness, personal strengths and address development areas.Delegate to others to provide stretch opportunities, coaching them to deliver results.Demonstrate critical thinking and the ability to bring order to unstructured problems.Use a broad range of tools and techniques to extract insights from current industry or sector trends.Review your work and that of others for quality, accuracy and relevance.Know how and when to use tools available for a given situation and can explain the reasons for this choice.Seek and embrace opportunities which give exposure to different situations, environments and perspectives.Use straightforward communication, in a structured way, when influencing and connecting with others.Able to read situations and modify behavior to build quality relationships.Uphold the firm's code of ethics and business conduct.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
135,Advisory-Brand & Marketing-Digital Design-Senior Associate 2-Kolkata,PwC,Not Specified,Not Specified,"Line of ServiceAdvisoryIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelSenior AssociateJob Description & SummaryA career in our Advisory Acceleration Centre is the natural extension of PwC's leading class global delivery capabilities. We provide premium, cost effective, high quality services that support process quality and delivery capability in support for client engagements.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be an authentic and inclusive leader, at all grades/levels and in all lines of service. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As a Senior Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Use feedback and reflection to develop self awareness, personal strengths and address development areas.Delegate to others to provide stretch opportunities and coach to help deliver results.Develop new ideas and propose innovative solutions to problems.Use a broad range of tools and techniques to extract insights from from current trends in business area.Review your work and that of others for quality, accuracy and relevance.Share relevant thought leadership.Use straightforward communication, in a structured way, when influencing others.Able to read situations and modify behavior to build quality, diverse relationships.Uphold the firm's code of ethics and business conduct.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Desired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
136,Relationship Manager-CONSTRUCTION EQUIPMENT (CE)-Marketing Branches Operations,Kotak Mahindra Bank Limited,6-9 years,Not Specified,"Job Role: . Enhancement of Deposit pool from Customers . Establishing standards and delivery of service . Sale of non-deposit products. Cross selling targets progressively . Sale of MF and Insurance products . Fee Income . Branch Administration . Regulatory Compliance . Manage productivity and overall morale of branch team members . Overall responsible for break-even and P&L of branch Job Requirements: . Overall 6yrs of Banking experience out of which 3-4yrs in Retail Liabilities . Must have had Sales experience and exposure, preferably of Liabilities products . Qualifications- MBA / CA/ CAIB . Good Leadership skills (though more tactical than strategic) . Thinker: Doer - 40:60 . In-depth understanding of financial instruments, markets and macro micro economic processes . Ability to carry along all the units involved in the customer service cycle to ensure customer DELIGHT . Liaising with product management team, marketing and other centers & verticals for new product development, service enhancements and sales initiatives."
137,Immediate Requirement Of Marketing Managers In Bangalore. APPLY NOW,Echobooom Management & Entrepreneurial Solutions Private Limited,Fresher,250000 - 500000 INR,"Warm Greetings From Echobooom Management and Entrepreneurial Solutions Pvt. Ltd.Echobooom Management and Entrepreneurial Solutions Pvt. Ltd. is headquartered at Mumbai having 6 branches all over India. We are a Google trusted company providing marketing solutions to small, medium and large enterprises. We are also well known in the field of corporate training as we have trained more than 5,000 professionals working in over 170 Multinational companies.We are looking for a competent Marketing aspirant to join our team. It's a great opportunity for youngsters who love travelling and are enthusiastic to establish their own standards in this fast paced business world. We are looking forward to build entrepreneurs who have enthusiasm to run the corporate world.What we offer : 	Opportunity to play an important role in a fast-growing business environment 	Substantial responsibility from the early beginning.  	Unique growth structureAs a Marketing Professional in our company, you will: - 	Spend the majority of their time interacting with our potential customers and promoting clients.  	Discuss strategy with management to best increase sales in your market. 	Identify individual client needs and pitch suitable service/products.  	Build relationships for mutual success- Consultative solution selling to ensure long term relationship building.  	Develop in-depth understanding of the clients and marketplace.Desired Candidate:  	Immediate Joiners  	Ability to influence and negotiate 	Excellent Communication and relation-building skills 	Age limit 18-26 years 	Fluency in EnglishResponsibilities: 	Customer Acquisition  	Customer Relationship Management 	Training & Development 	Branding & Promotions 	Leading a TeamPay Range: 2.5 - 5.0 LPA Location: Indiranagar, BangaloreWe can offer you a thriving environment and challenging responsibilities, push you to your limits to get the best out of you and at the end of the day celebrate your success with you! If you think you are suitable enough to perform the above-mentioned roles, kindly call us and get your appointment fixed with us for the interview. Contact: Kindly contact Diya on 8431357467 (also available on WhatsApp ) to confirm an appointment or please forward your updated resume to [Confidential Information]. We assure confidentiality of your profile.Looking forward to hearing from you!Thanks & Regards, Diya Nair 8431357467"
138,Digital Associate,Amazon,Not Specified,Not Specified,"Job Description :Job summary. Work on defined set of instructions to collect ground truth data for the product development.. Perform execution and report results accurately.. Understand procedures and guidelines for new tasks / releases. Perform repetitive exercises based on the dynamic instructions without compromising on quality. Use software tools for data capture and comply with the processes of the organization on a daily basis. Be comfortable with capturing results, communicating and escalating failures and providing individual status reports and adhering to Productivity and Quality base lines.. Raising all failures/doubts related to the execution in the portal and closing the same as per the SLA's. Own the daily targets against internal and external dependenciesBasic Qualifications :. A graduate in any field of study. (M.Sc.,B.Sc.,) Quantitative fields such as science and engineering preferred but not mandatory. Good familiarity with the Windows desktop environment and use of Word, Excel, IE, Firefox etc. are required. Ability to handle multiple category images in a fast-paced environmentAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.Preferred Qualifications :. Good familiarity with the Windows desktop environment and use of Word, Excel, IE, Firefox etc. are required. Flexibility and Interest to do repetitive tasks is required. High level of energy and proactive nature. A sense of ownership and drive and a willingness to accept the challenge of daily deadlines is essential"
139,Area Sales Manager - Bharat Business Loans - Marketing Branches Operations,Kotak Mahindra Bank Limited,3-6 years,Not Specified,"Job Description: Basically it is a supervisory role , He needs to deliver the given monthly targets by locations wise and the overall performance too. Designation of the job role is called Area Sales Manager (ASM)  He needs to drive his sales Managers to achieve their numbers and support to be given to brought both branch business and as well as DSA business also.Product, policy to be followed if anything competition is doing something new need to be inculcate and deploy it through the senior managementNeed to review the team from time to time for the desired level of output or performance.Recruitment of team is very key factor in subject role to develop his own team to deliver the given numbers.Team motivation and morale is important aspects to the supervisory to thrive his business results.Conducting meeting, trainings to the team and update the new happenings in the system from time to time.Job requirements: Candidate must be graduate/post graduate Should have 3 years work experience as LAP/Mortgage product Knowledge of Loan Origination System preferred Knowledge of multiple languages preferred"
140,Relationship Manager-AGRI-FIN-PROJECTS (AF)-Marketing Branches Operations,Kotak Mahindra Bank Limited,2-5 years,Not Specified,Job role: Lead and Guide a Team of 5 to 7 DST's and ensure productivity Interaction with manufacturers/dealers/sub-dealers in semi-urban and rural market for sourcing business Tie-up with channel partners & associates for sales program Ensure development of direct and indirect team Interaction with credit for loan applications and operations for smooth disbursement Follow-up on Infant delinquent cases and managing PDD's Job requirements: Min. 2 yrs. of work experience in vehicle financing (preferably CV/CE/MUV's) Knowledge of Sale-Purchase Broker Go Getter Attitude Strong Customer Orientation Self Motivated Good relationship Management Same Posting Description for Internal and External Candidates
141,Relationship Manager-AGRI-FIN-PROJECTS (AF)-Marketing Branches Operations,Kotak Mahindra Bank Limited,2-5 years,Not Specified,Job role: Lead and Guide a Team of 5 to 7 DST's and ensure productivity Interaction with manufacturers/dealers/sub-dealers in semi-urban and rural market for sourcing business Tie-up with channel partners & associates for sales program Ensure development of direct and indirect team Interaction with credit for loan applications and operations for smooth disbursement Follow-up on Infant delinquent cases and managing PDD's Job requirements: Min. 2 yrs. of work experience in vehicle financing (preferably CV/CE/MUV's) Knowledge of Sale-Purchase Broker Go Getter Attitude Strong Customer Orientation Self Motivated Good relationship Management Same Posting Description for Internal and External Candidates
142,Marketing Specialist,Equations Placements,3-10 years,Not Specified,"RESPONSIBILITIES & SPECIFIC ACCOUNTABILITIES 	Collaboratively execute a marketing plan for long-term strategies along with global product management and business management teams. 	Support launch of new products from conception to market launch through full product life cycle. 	Assist in ideating, planning, and executing all digital marketing activities, campaigns in sync with our digital team in Malaysia including SEO/SEM, email, social media, and display advertising campaigns.  	Execute and be to manage end-to-end BTL Activities on a local as well as national level in collaboration with other marketing members in the team.  	Measure and report performance of all marketing campaigns, and assess against goals (ROI and KPIs) 	Collaboratively create and deliver scientific and clinical product-related presentations, seminars, and educational programs to the consumers. 	Develop collaterals, videos, sales training aids, and all other marketing materials, inputs. 	Study and perform competitive intelligence on products in the market, including pricing, attributes, features, and benefits and compare these to current offerings  	Identify and cultivate collaborative relationships with associations, KOLs and decision-makers in clinical settings at the local, national levels to help catapult the company as a category-defining medical device company.NishaRecruitment Specialist"
143,CN - Strategy - MT - CS&S - Digital Marketing - Data Monetization - 06,Accenture,6-9 years,Not Specified,job description is not available for this job
144,CN - Strategy - MT - CS&S - Digital Marketing Platform – CM - 09,Accenture,6-9 years,Not Specified,job description is not available for this job
145,CN - Strategy - MC - CS&S - MT - Salesforce Marketing Cloud - 09,Accenture,2-6 years,Not Specified,job description is not available for this job
146,CN - Strategy - MT - CS&S - Digital Marketing Platform - Content - 09,Accenture,2-9 years,Not Specified,job description is not available for this job
147,CN - Strategy - MT - CS&S - Digital Marketing Platform - CM - 09,Accenture,2-9 years,Not Specified,job description is not available for this job
148,CN - Strategy - MT - CS&S - Digital Marketing - Data Monetization - 09,Accenture,6-9 years,Not Specified,job description is not available for this job
149,CN - Strategy - MT - CS&S - Digital Marketing - Advertising Space - 07,Accenture,8-11 years,Not Specified,job description is not available for this job
150,IFS - Marketing Services - Account Management CoE - A2 - kol,PwC,Not Specified,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelAssociateJob Description & SummaryA career in Sales and Marketing will provide you with the opportunity to focus on positioning a distinctive PwC brand in the marketplace and drive long term revenue growth for the Firm. You'll focus on designing, developing, and implementing communication programmes and media events to promote and sell the PwC's brand and services as well as contribute to and evaluating our pricing strategies in the marketplace. Our Market Intelligence team is responsible for selling solutions and targeted insights to practice areas based on market needs. As part of our team, you'll help with developing consumer intelligence reports based on market research, data analytics and social media.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Invite and give in the moment feedback in a constructive manner.Share and collaborate effectively with others.Identify and make suggestions for improvements when problems and/or opportunities arise.Handle, manipulate and analyse data and information responsibly.Follow risk management and compliance procedures.Keep up-to-date with developments in area of specialism.Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.Build and maintain an internal and external network.Seek opportunities to learn about how PwC works as a global network of firms.Uphold the firm's code of ethics and business conduct.Job Description:To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional, 0ur global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Awareness on service offerings of the teamAnalyzing and comprehending customer requestsAnalyzing and reporting data using dashboards and reporting formatsUnderstanding and interpreting financial and reporting informationPreparing inputs and information from databases and other sources that helps PwC win in the marketplaceProviding industry insights and analysisUpdating recent data in CRM systemsExecuting projects as per defined guidelines and SLAsAdhering to quality guidelines and maintaining turnaround timeIncorporating review comments if any from the quality reviewerIdentifying and making suggestions for improvements when problems and/or opportunities ariseIdentifying scope of process improvementIncreasing digital upskillingCommunicating confidently in a clear, concise and articulate manner - both verbal and writtenPower bi/TableauEducation (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
151,IFS - Marketing Services - Account Management CoE - Associate- kol,PwC,Not Specified,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelAssociateJob Description & SummaryA career in Sales and Marketing will provide you with the opportunity to focus on positioning a distinctive PwC brand in the marketplace and drive long term revenue growth for the Firm. You'll focus on designing, developing, and implementing communication programmes and media events to promote and sell the PwC's brand and services as well as contribute to and evaluating our pricing strategies in the marketplace. Our Market Intelligence team is responsible for selling solutions and targeted insights to practice areas based on market needs. As part of our team, you'll help with developing consumer intelligence reports based on market research, data analytics and social media.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Invite and give in the moment feedback in a constructive manner.Share and collaborate effectively with others.Identify and make suggestions for improvements when problems and/or opportunities arise.Handle, manipulate and analyse data and information responsibly.Follow risk management and compliance procedures.Keep up-to-date with developments in area of specialism.Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.Build and maintain an internal and external network.Seek opportunities to learn about how PwC works as a global network of firms.Uphold the firm's code of ethics and business conduct.Job Description:To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional, 0ur global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Awareness on service offerings of the teamAnalyzing and comprehending customer requestsAnalyzing and reporting data using dashboards and reporting formatsUnderstanding and interpreting financial and reporting informationPreparing inputs and information from databases and other sources that helps PwC win in the marketplaceProviding industry insights and analysisUpdating recent data in CRM systemsExecuting projects as per defined guidelines and SLAsAdhering to quality guidelines and maintaining turnaround timeIncorporating review comments if any from the quality reviewerIdentifying and making suggestions for improvements when problems and/or opportunities ariseIdentifying scope of process improvementIncreasing digital upskillingCommunicating confidently in a clear, concise and articulate manner - both verbal and writtenPower bi/TableauEducation (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel Requirements0%Available for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
152,IFS - Marketing Services - HQ Design Services - Performance Comm,PwC,Not Specified,Not Specified,"Line of ServiceInternal Firm ServicesIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelManagerJob Description & SummaryA career in Sales and Marketing will provide you with the opportunity to focus on positioning a distinctive PwC brand in the marketplace and drive long term revenue growth for the Firm. You'll focus on designing, developing, and implementing communication programmes and media events to promote and sell the PwC's brand and services as well as contribute to and evaluating our pricing strategies in the marketplace. Our Sales and Marketing Generalist - Practice Support team focuses on designing, developing, and implementing communication programmes and media events to promote and sell PwC's brand and services as well as contribute to and evaluate our pricing strategies in the marketplace.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As a Manager, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Develop new skills outside of comfort zone.Act to resolve issues which prevent the team working effectively.Coach others, recognise their strengths, and encourage them to take ownership of their personal development.Analyse complex ideas or proposals and build a range of meaningful recommendations.Use multiple sources of information including broader stakeholder views to develop solutions and recommendations.Address sub-standard work or work that does not meet firm's/client's expectations.Use data and insights to inform conclusions and support decision-making.Develop a point of view on key global trends, and how they impact clients.Manage a variety of viewpoints to build consensus and create positive outcomes for all parties.Simplify complex messages, highlighting and summarising key points.Uphold the firm's code of ethics and business conduct.Preferred skillsExperience with M365 Power Platform capabilities, including Dataverse, Power Apps and Power AutomateHands on experience with integration between the Power Platform services such as: embedding/integrating content within PowerApps solutions or SharePoint Online triggering Power Automate flows from Power Apps solutions to Dataverse or creating web solutions powered by database-driven content hosted in DataverseApplied automation & ETL experience using tools like Power Query, Power Automate, and Alteryx, as well as creating Python automation scriptsAdvanced working knowledge and experience with relational databases (SQL, Dataverse, MongoDB, Cosmos DB) or data warehouses (Google BigQuery), and database administration/ management as well as caching mechanisms such as RedisA successful history of manipulating, processing and extracting value from large disconnected data setsProficient designing, implementing custom REST-ful APIs for usage in integrations with cloud/web-based 3rd party applicationsAdept at consuming 3rd party web-based APIs and integration end points (REST-ful, SFTP file transfer, etc.)Familiarity with enterprise productivity tools including Microsoft Office Suite and Google platforms and other project management softwareStrong business and technical acumenStrong problem solving, communication and follow-up skillsAbility to navigate complexity and ambiguity, practicing resourcefulness to see things throughIdentifying and keeping up with industry leading best practices in relevant technical domainsKnowledge on integrating web sites/content with other computer applications or systems.Expertise in front-end technologies such as HTML5, CSS3, JavaScript coded by hand (applied experience with Responsive Design a plus)Hands on development and/or administration experience with Web Applications such as: Adobe Experience Manager, SharePoint Online, Oracle Eloqua dynamic content, Google Sites, Google Groups, Yammer communities, Kaltura MediaSpaceFamiliarity with third-party libraries and side-side programming languages such as Python, jQuery, Node.js, React, Angular, and REST-ful APIsPrevious experience in web development or other related fields like user experienceAbility to troubleshoot and optimize web pages for search, security, and responsivenessBasic web/graphic design ability including knowledge of UI/UX and basic prototype designAbility to visualize a proposed system and be able to build itStrong understanding of UI, cross-browser compatibility, general web functions and standards.Functional knowledge or hands on design experience with Web Services (REST/SOAP), security principles, multimedia content development, and user access/identity management.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsNot SpecifiedAvailable for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
153,Advisory-Brand & Marketing-Research-Senior Associate 2-Kolkata,PwC,Not Specified,Not Specified,"Line of ServiceAdvisoryIndustry/SectorNot ApplicableSpecialismManaged ServicesManagement LevelSenior AssociateJob Description & SummaryA career in our Advisory Acceleration Centre is the natural extension of PwC's leading class global delivery capabilities. We provide premium, cost effective, high quality services that support process quality and delivery capability in support for client engagements.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be an authentic and inclusive leader, at all grades/levels and in all lines of service. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As a Senior Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Use feedback and reflection to develop self awareness, personal strengths and address development areas.Delegate to others to provide stretch opportunities and coach to help deliver results.Develop new ideas and propose innovative solutions to problems.Use a broad range of tools and techniques to extract insights from from current trends in business area.Review your work and that of others for quality, accuracy and relevance.Share relevant thought leadership.Use straightforward communication, in a structured way, when influencing others.Able to read situations and modify behavior to build quality, diverse relationships.Uphold the firm's code of ethics and business conduct.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Desired Languages (If blank, desired languages not specified)Travel Requirements0%Available for Work Visa SponsorshipNoGovernment Clearance RequiredNo"
154,Analyst-Digital Marketing (Content Management),Accenture,3-5 years,Not Specified,job description is not available for this job
155,Relationship Manager-SARAL LOANS-Marketing Branches Operations,Kotak Mahindra Bank Limited,1-3 years,Not Specified,"To handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, education on product features, cheque book issuance. Quality of advice given to customers as determined by customers and supervisor. Speed and efficiency of service given. Sales targets for bank and investment products. Going beyond the professed need of the customer by providing other products. Enhancement of customer value. Cross-sale of assets products. Back-up to relationship managers holding HNI relationships. Ensure low attrition ratios. Customer acquisition through referrals from existing customers. Graduates with total experience of 1-3 years with relevant exp of atleast 1 year in financial services or banks. Equal blend of service and sales orientation. In the absence of equality, sales orientation as a skew will be acceptable. Experienced customer service candidates from financial services ( those from MFund, securities houses etc) with sales orientation can be considered."
156,Relationship Manager-COMMERCIAL VEHICLE-Marketing Branches Operations,Kotak Mahindra Bank Limited,1-3 years,Not Specified,"To handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, education on product features, cheque book issuance. Quality of advice given to customers as determined by customers and supervisor. Speed and efficiency of service given. Sales targets for bank and investment products. Going beyond the professed need of the customer by providing other products. Enhancement of customer value. Cross-sale of assets products. Back-up to relationship managers holding HNI relationships. Ensure low attrition ratios. Customer acquisition through referrals from existing customers. Graduates with total experience of 1-3 years with relevant exp of atleast 1 year in financial services or banks.  Equal blend of service and sales orientation. In the absence of equality, sales orientation as a skew will be acceptable. Experienced customer service candidates from financial services ( those from MFund, securitieshouses etc)with sales orientation can be considered."
157,Relationship Manager-CONSTRUCTION EQUIPMENT (CE)-Marketing Branches Operations,Kotak Mahindra Bank Limited,6-9 years,Not Specified,"Job Role: . Enhancement of Deposit pool from Customers . Establishing standards and delivery of service . Sale of non-deposit products. Cross selling targets progressively . Sale of MF and Insurance products . Fee Income . Branch Administration . Regulatory Compliance . Manage productivity and overall morale of branch team members . Overall responsible for break-even and P&L of branch Job Requirements: . Overall 6yrs of Banking experience out of which 3-4yrs in Retail Liabilities . Must have had Sales experience and exposure, preferably of Liabilities products . Qualifications- MBA / CA/ CAIB . Good Leadership skills (though more tactical than strategic) . Thinker: Doer - 40:60 . In-depth understanding of financial instruments, markets and macro micro economic processes . Ability to carry along all the units involved in the customer service cycle to ensure customer DELIGHT . Liaising with product management team, marketing and other centers & verticals for new product development, service enhancements and sales initiatives."
158,Relationship Manager-LIGHT COMMERCIAL VEHICLE-Marketing Branches Operations,Kotak Mahindra Bank Limited,1-3 years,Not Specified,"Description for Internal Candidates  To handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, education on product features, cheque book issuance. Quality of advice given to customers as determined by customers and supervisor. Speed and efficiency of service given. Sales targets for bank and investment products. Going beyond the professed need of the customer by providing other products. Enhancement of customer value. Cross-sale of assets products. Back-up to relationship managers holding HNI relationships. Ensure low attrition ratios. Customer acquisition through referrals from existing customers. Graduates with total experience of 1-3 years with relevant exp of atleast 1 year in financial services or banks. Equal blend of service and sales orientation. In the absence of equality, sales orientation as a skew will be acceptable. Experienced customer service candidates from financial services ( those from MFund, securitieshouses etc)with sales orientation can be considered."
159,Digital Marketing Manager (Pharma/Healthcare Domain),Spectral Consultants,8-10 years,Not Specified,"KEY Responsibility Areas• Defining the vision, strategy and implementation of digital marketing solutions that enhance the customer & patient experience for the organization and collaborate with other marketing managers, medical education teams to identify and prioritize a portfolio through digital marketing & customer engagement programs.• Design, build and maintain digital marketing content, including SEO/SEM, marketing database, email, social media and display advertising campaigns for stronger social media presence.• Calendarize, organizes, and maintains strong social media presence across platforms and measures and reports performance of all digital marketing campaigns and evaluates against goals (ROI and KPIs).• Prepare and distribute press releases in partnership with APAC Corporate Communications Lead. RequirementsEducation/ Experience Requirements The successful candidate must possess the following:• Full-time MBA in Marketing/Advertising from premium B-School.• 8 to 10 years of experience preferably in Healthcare/Medical Device or FMCG company.• Good understanding of regulatory requirements applicable to pharma / medical device companies including but not limited to magic remedies act, data privacy laws etc. • A working knowledge of media production and communication."
