SN,Title,Company,Experience,Salary,Description
157,"Home Tutor Required For Class 10th English (CBSE) In Sec 10 , PKL.",Grand Consultants,0-5 years,10000 - 400000 INR,"Home Tuition For Class 10th English (CBSE) In Sector 10 , Panchkula.  Home Tutor Required For Class 10th English (CBSE)  In Sector 10 , Panchkula.  Tutor Will Get Rs. 7000 For 25 Hours Classes. Timing : 1.5 Hrs Classes ,Saturday And Sunday. Any Time After 6:30 PM. If You are interested for Teaching Home Tuitions Contact  Achievers 9855566445 Home Tuitions Bureau Running Since 1999 Home Tutors Required for All Classes / All Subjects / All Hobby Classes Area : Chandigarh / Panchkula / Mohali / Kharar / Zirakpur / Mullanpur"
158,"Home Tutor Required For Class 11th English (CBSE) In Sec – 20, PKL.",Grand Consultants,0-5 years,10000 - 400000 INR,"Home Tuition For Class 11th English (CBSE) Sector  20 , Panchkula.  Home Tutor Required For Class 11th English (CBSE) In Sector  20 , Panchkula.  Tutor Will Get Rs. 7500 For 50 Hours Classes. Timing : 1.5 Hrs Classes ,Saturday And Sunday. Any Time After 6 PM. If You are interested for Teaching Home Tuitions Contact  Achievers 9855566445 Home Tuitions Bureau Running Since 1999 Home Tutors Required for All Classes / All Subjects / All Hobby Classes Area : Chandigarh / Panchkula / Mohali / Kharar / Zirakpur / Mullanpur"
159,"Female Home Tutor Required For Class 8th Maths (CBSE Including Olympiad) In Sec 71, Mohali.",Grand Consultants,0-5 years,10000 - 500000 INR,"Home Tuition For Class 8th Maths (CBSE Including Olympiad) In Sec 71, Mohali..  Female Home Tutor Required For Class 8th Maths (CBSE Including Olympiad)  In Sec 71, Mohali. Tutor Will Get Rs. 7000 For 25 Hours Classes. Timing : 1.5 Hrs Classes ,Daily. Any Time After 6:30 PM. If You are interested for Teaching Home Tuitions Contact  Achievers 9855566445 Home Tuitions Bureau Running Since 1999 Home Tutors Required for All Classes / All Subjects / All Hobby Classes Area : Chandigarh / Panchkula / Mohali / Kharar / Zirakpur / Mullanpur"
160,Software Engineer,Siemens Technology,Not Specified,Not Specified,"Job Description :Developer for App Services : Mendix is a low-code app development platform: First, what is low-code Low-code is a visual approach to software development that enables you to abstract and automate every step of the application lifecycle. Gartner predicts that by 2024, low-code application development will be responsible for more than 65% of application development activity. Mendix is repeatedly ranked a Leader in analyst reports from Gartner and Forrester. In the 2021 Gartner Magic Quadrant for Multiexperience Development Platforms, Mendix placed at the very top of the Leaders quadrant. Mendix, the global leader in enterprise low-code, was created to promote collaboration between Business & IT teams. Thousands of forward-thinking companies around the world like Ford Auto, Rabobank Netherlands, Zurich Insurance, and Red Bull, can unleash their best ideas faster with the help of the Mendix Platform. Mendix is a Siemens Business: Siemens is a Top 10 Global Software Company and a leader on Fast Company's Most Innovative Companies in the World! With the acquisition of Mendix in 2018, Siemens Digital Industries Software is driving transformation to enhance the digital enterprise where engineering, manufacturing and electronics meet the future of innovation. Mendix employees have the opportunity to work in a hyper-growth environment with the support of Siemens unbeatable market position and resources. About the App Services & Marketplace Unit The Marketplace is at the heart of the Mendix developer community. This is where our Makers can find, use and share components. We also want to provide opportunities for Makers to share their creation and enable more Makers (both free and premium) as Suppliers. Our unit is responsible for the design, development and operation of the Marketplace and managing the large number of components on- boarded from our user community and growing ecosystem. We strive to connect our Makers with the right components, when they need it so to accelerate their missions and App development with Mendix. Why we like it here: We are developing front-end as well as back-end oriented features We have challenging topics that only a few companies cope with We are changing the way software will be developed in the future We're thorough as well as pragmatic. We like thinking as well as acting. We choose the solution to our problems with the stack to support that At regular intervals, we go on a team evening to socialize and have fun outside of work. You could be our new team member if you can: Design, develop, modify, and implement software programming for products (both internal and external) with focus on surpassing customers expectations by achieving high quality and on time delivery. Responsible for ensuring the overall functional quality of the released product on all required platforms and mechanism. Ability to understand complex products, solutions, and problems. Creates, documents, and executes software designs which may involve complicated workflows or multiple product areas. Works with general supervision on complex projects with latitude for independent judgment. Moderate skills with high level of proficiency and technical expertise. Collaborate regularly with other test engineers within the R&D Unit to set and drive the overall development strategy Provide guidance, coaching and apply new approaches to improve the productivity, efficiency and quality of product Set the strategy and approach of non-functional requirements like performance and scalability Drive automation wherever possible Technology expertise: Java SpringBoot, Microservices, RESTful API, AWS (good to have) If you have worked on Mendix before, I am sure there is much more to learn with us. Business requirements: Work without supervision on the most complex projects with latitude for independent judgment Lead by example Ability to collaborate effectively across disciplines, roles, geographical and time zone boundaries Willingness to work in an open-feedback environment that wants to continue to improve Experience with mentoring and/or teaching subject matter to colleagues Experience with challenging business partners to uncover the right requirements and clearly scope requests or ideas Experience with quickly learning about and familiarizing yourself with different business domains Experience with stakeholder management between different business units and management levels Working at Mendix Mendix has been recognized as a Best Cloud Computing Company to Work For by Forbes. With offices in 16+ countries including headquarters in Rotterdam and Boston, Mendix provides an international playground to truly impact the world through low-code. While each employee brings their own unique cultures and personalities to the workplace, we collectively live by our Mendix Blue Guiding Principles: While we live on different continents, speak different languages, and work on different things, we are bound by our MendixBlue guiding principles. Being MendixBlue means that you live the culture, and you consistently improve it as we grow. It's kind of a big deal. We put the customer first. Without our customers, we have no business. So, if you act in the best interest of our customers, always...you belong here. We think big. We work to have a meaningful, lasting impact on the world. So, if you aim high and think long term...you belong here. We innovate. We want to be what happens next. So, if you ask what if and work to find a way or make one...you belong here. We nurture talent. We look, not just at the sum of what an individual has done, but at the potential of who they can be. So, if you're up for learning from your failures... you belong here. We hear every voice. Inflated egos don't last here, humility does. So, if you share credit and ensure that the best ideas win - regardless of who they come from...you belong here. We own it. If something needs doing, we do it. So, if you focus on the outcome, and take initiative to get it done...you belong here. We have fun. We use laughter as a common language. We can ask for help and we're happy to give it. So, if you find joy and purpose in what you do...you belong here. Organization: Digital Industries Company: Siemens Industry Software (India) Private Limited Experience Level: Mid-level Professional Job Type: Full-time"
161,Building Manager - Civil,Tata Group,5-8 years,Not Specified,"Job DescriptionLooking for civil background candidates with 5+ years of experience in building construction with any Road, Highway Railway, Expressway projects.Role: OtherSalary: Not Disclosed by Recruiter Industry: Engineering & ConstructionFunctional Area: OtherRole Category: OtherEmployment Type: Full Time, PermanentKey Skills  building construction Building civil Cost Estimation structurebulding structurebilling Skills highlighted with   are preferred keyskillsEducationUG: B.Tech/B.E. in Civil"
162,Web Development Trainor,Shreetik Infotech,2-6 years,Not Specified,"Skill set: teaching, research, education, analytical, leadershipExcellent communication skills, good analytical and conceptual skills.Identify, choose and implement different teaching methods for lT students with various educational backgrounds.Dedication and sincerity for teaching as well as research Curriculum and program development skill. Provides academic counselling to students, maintain class related records and assesses students courses.Should have the foundation to advance knowledge of the particular field.Should be able to research and adapt the latest tools & techniques."
163,Assistant Professor - Mathematics,IQGRADS PRIVATE LIMITED,1-6 years,300000 - 450000 INR,"Responsibilities  Preparing maths lesson plans as per the grade levels.  Explaining mathematical concepts in easy and understandable terms to the students.  Using real-life examples to teach geometrical concepts.  Developing students interest in mathematics.  Planning and creating teaching materials.  Giving projects and assignments to the students.  Organizing a surprise test in the classroom.  Correcting the test papers and grading them.  Facilitating classroom discussions on various topics.  Attending parent-teacher conferences.  Distributing learning materials to the students.  Providing additional teaching support for slow learners.  Building a strong relationship with the students.  Collaborating with the lecturers and other members of the college community.  Solving various maths problems in the classroom.  Reporting student progress in the maths subject.  Performing other administrative tasks around the school. Requirements  Bachelor's & Masters degree in Mathematics, or a related field in Education.  Proven work experience as a Maths Lecturer, or a similar role.  Training and apprenticeship in Mathematics will be an advantage.  Excellent working experience in classroom teaching and management.  Outstanding knowledge of mathematical formulas and concepts.  In-depth knowledge of using various teaching and learning aids.  Ability to pay extra attention to the slow learning students.  Exceptional verbal and written communication skills.  A positive attitude and presentable appearance.  Demonstrated ability to maintain utmost discipline in the classroom.  Ability to solve problems.  Good interpersonal skills and organizational skills.  Ability to manage time effectively.  Strong work ethic."
164,Vice President Engineer Java/Oracle,Deutsche Bank,2-4 years,Not Specified,"Position OverviewRole DescriptionYou will work as part of a cross-functional agile delivery team, including analysts, developers and testers.You will bring an innovative approach to software development, using the latest technologies and practices, as part of a focus on business value. You will be someone who sees engineering as team activity, with a predisposition to open code, open discussion and creating a supportive, collaborative environment. You will be ready to take a leading role in all stages of software delivery, from initial analysis right through to production support. You will have an opportunity to work in an environment that provides continuous growthand learning, with an emphasis excellence and mutual respect.For the next possible date we are looking for two conscientious and motivated Tech Engineers, who are especially proud of their skills as programmers!Position OverviewAs a Vice President, your role will include management and leadership responsibilities, such as:Leading and collaborating across teams.Team management.Mentoring and teaching.Discovering new techniques and helping others to adopt them.Leading by example.What we'll offer youAs part of our flexible scheme, here are just some of the benefits that you'll enjoyBest in class leave policyGender neutral parental leaves100% reimbursement under childcare assistance benefit (gender neutral)Sponsorship for Industry relevant certifications and educationEmployee Assistance Program for you and your family membersComprehensive Hospitalization Insurance for you and your dependentsAccident and Term life InsuranceComplementary Health screening for 35 yrs. and aboveAn inspiring work environmentEfficient and collaborative teamsCompetitive health and wellness benefits, empowering you to value life in and out of the officeMultiple personal development opportunitiesBecome a part of our high-performing team!Your key responsibilities Work as part of a delivery team collaborating with others to understand requirements, analyze and refine stories, design solutions, implement/test them and support them in productionDrive and support the prioritization of User Stories and Backlog definition, in order to streamline execution of program priorities while aligning the product with the underlying architectureWrite code and write it well. Be proud to call yourself a programmer. You closely collaborate with users, analysts, developers and testers. Use test driven development, write clean code and refactor constantly.Define and evolve the architecture of the components you are working on. Contribute to architectural decisions at a department and bank-wide level.Ensure that the software you build is reliable and easy to support in production. Be prepared to take your turn on call providing 3rd line support when it's neededEnsure that your team can build, test and release software with short lead times and a minimum of waste. Work to develop and maintain a highly automated Continuous DeliveryYour skills and experience13+ years combined experience in software development. Deep knowledge of at least one modern programming language. Well aware of the Agile methodology.Deep knowledge of Java, the JVM, object orientation and SOLID principlesSignificant development experience, working within an agile environment and using modern engineering practicesUnderstanding of Business Canvas models applied to agile as well as prioritisation techniques such as RICE, MoSCOW, Value vs Effort, Kano model, Story Mapping and Opportunity scoringExperience of Docker and Kubernetes as well as exposure to a range of modern build tools, such as Maven, Jenkins, etc.Using Continuous Integration and Continuous Delivery to ensure that changes can be done quickly and safelyExtensive knowledge in Financial Services environments, especially around Customer Master Data Management, KYC plus regulatory and tax reporting.Architecture and design approaches that support rapid, incremental and iterative delivery, such as Domain Driven Design, CQRS, Event Sourcing and MicroservicesExtensive knowledge in modern Javascript frameworks e.g. React, Angular, HTML5, Bootstrap, Node.js. and of the REST principles and associated technologiesUnderstanding of creating and manipulating data on a Hadoop environment using HDFS, Impala and Python libraries, such as PySparkDeep knowledge of SQL and relational databasesSoft skillsHelp create a culture of learning and continuous improvement within your team and beyondShare skills and knowledge in a wide range for topics relating to software deliveryLead, mentor and teach other engineersHow we'll support youTraining and development to help you excel in your careerCoaching and support from experts in your teamA culture of continuous learning to aid progressionA range of flexible benefits that you can tailor to suit your needsAbout us and our teamsPlease visit our company website for further information: Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
165,Tech Lead/Architect - App Services (Marketplace Supplier & Foundation),Siemens Technology,Not Specified,Not Specified,"Job Description :Mendix is a low-code app development platform: First, what is low-code Low-code is a visual approach to software development that enables you to abstract and automate every step of the application lifecycle. Gartner predicts that by 2024, low-code application development will be responsible for more than 65% of application development activity. Mendix is repeatedly ranked a Leader in analyst reports from Gartner and Forrester. In the 2021 Gartner Magic Quadrant for Multiexperience Development Platforms, Mendix placed at the very top of the Leaders quadrant. Mendix, the global leader in enterprise low-code, was created to promote collaboration between Business & IT teams. Thousands of forward-thinking companies around the world like Ford Auto, Rabobank Netherlands, Zurich Insurance, and Red Bull, can unleash their best ideas faster with the help of the Mendix Platform. Mendix is a Siemens Business: Siemens is a Top 10 Global Software Company and a leader on Fast Company's Most Innovative Companies in the World! With the acquisition of Mendix in 2018, Siemens Digital Industries Software is driving transformation to enhance the digital enterprise where engineering, manufacturing and electronics meet the future of innovation. Mendix employees have the opportunity to work in a hyper-growth environment with the support of Siemens unbeatable market position and resources. About the App Services & Marketplace Unit The Marketplace is at the heart of the Mendix developer community. This is where our Makers can find, use and share components. Our team is responsible for the design, development and operation of the Marketplace and managing the large number of components on-boarded from our user community and growing ecosystem. We strive to connect our Makers with the right components, when they need it so to accelerate their missions and App development with Mendix. Responsibilities of the Tech Lead in the App Services & Marketplace Unit For our Marketplace Supplier and Marketplace Foundation teams in our Unit in Pune, we are looking for a technical architect with primary focus on working with and providing hands on technical leadership to the developers across a few teams in the domain. Secondary focus is working as a member of the architecture team with the Chief Architect in providing overall technical vision and direction for our teams. A handful of activities that you can expect to be working on throughout a normal work week: Hands-on leading the teams in pursuing well-architected microservice designs Follow Agile Software Development methodology Provide knowledge expertise on all aspects of the Mendix platform: development methodology, architecture principles, cloud, CICD etc. Nurture and further develop the best practices in coding, documentation, test automation, and deployment Support DevOps/SysOps Orchestrate code design review with high standard on code quality and push for 100% pass rate on an automated regression test suite Able to communicate well with all levels, from C-level executives and Enterprise Architects, Designers and Developers Technical requirements: Mendix or low-code / no-code platform experience is a plus Multiple years of object-oriented programming experience developing commercial software products using Java Knowledge and experience in most of the areas below - Web front-end technology (e.g. HTML, JavaScript or React) - Architecture patterns (e.g. Micro services, Event-driven, Layered) - Database technology (e.g. MSSQL, PostgreSQL) - Common integration protocols (e.g. REST, SOAP, XML or HTTP) - CI/CD - Cloud solutions (e.g. AWS, Azure, Cloud Foundry, or Kubernetes) Business requirements: Ability to collaborate effectively across disciplines, roles, and geographical and time zone boundaries Experience with Agile development, CICD, and Test-Driven Development (TDD) Proficiency in cross-location communication and the English language Flexibility to adapt to different stakeholders and environments Willingness to work in an open-feedback environment that wants to continue to improve Experience with mentoring and/or teaching subject matter to colleagues Experience with challenging business partners to uncover the right requirements and clearly scope requests or ideas Experience with quickly learning about and familiarizing yourself with different business domains Experience with stakeholder management between different business units and management levels Our Guiding Principles While we live on different continents, speak different languages, and work on different things, we are bound by our MendixBlue guiding principles. Being MendixBlue means that you live the culture, and you consistently improve it as we grow. It's kind of a big deal. We put the customer first. Without our customers, we have no business. So, if you act in the best interest of our customers, alwaysyou belong here. We think big. We work to have a meaningful, lasting impact on the world. So, if you aim high and think long termyou belong here. We innovate. We want to be what happens next. So, if you ask what if and work to find a way or make oneyou belong here. We nurture talent. We look, not just at the sum of what an individual has done, but at the potential of who they can be. So, if you're up for learning from your failuresyou belong here. We hear every voice. Inflated egos don't last here, humility does. So, if you share credit and ensure that the best ideas win - regardless of who they come fromyou belong here. We own it. If something needs doing, we do it. So, if you focus on the outcome, and take initiative to get it doneyou belong here. We have fun. We use laughter as a common language. We can ask for help and we're happy to give it. So, if you find joy and purpose in what you doyou belong here. Make your career at Mendix. There are precious few jobs that let you create the future. But you'll find one at Mendix. We are at a pivotal time in our company's existence: where rapid growth meets stable funding. This is the time for industrious people to raise their hands to solve the next generation of problems. Mendix is a place where ambitious people can thrive where you can identify an issue, propose a solution, and build the structure to make it happen. Important to know: Mendix is a Siemens business, which means we're backed by the resources and stability of one of the world's largest and most forward-looking enterprises. Think: job security. https://www.mendix.com/ Organization: Digital Industries Company: Siemens Industry Software (India) Private Limited Experience Level: Experienced Professional Job Type: Full-time"
166,"Software Engineer, iOS Mobile Apps",Google Inc,5-8 years,Not Specified,"Minimum qualifications:Bachelor's degree in Computer Science, a similar technical field of study, or equivalent practical experience.5 years of relevant work experience.Experience in software development using one or more general purpose programming languages.Experience working with iOS specific mobile applications from ground up.Preferred qualifications:Master's or PhD in Computer Science or related technical field.Experience with Internet of Things, Cloud Infrastructure, Device and Network managementAbility to share knowledge via formal mentoring, reviewing code, reviewing design documents, giving technical talks, teaching classes, or as a consultant on projects.Ability and interest to learn other coding languages as needed.About the job Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google's needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward. As a Software Engineer for iOS Mobile Apps, you will develop iOS applications, design and implement full stack app foundation features as well as core app features from ground-up that enable devices to provide delightful user experiences.Google's mission is to organize the world's information and make it universally accessible and useful. Our Devices & Services team combines the best of Google AI, Software, and Hardware to create radically helpful experiences for users. We research, design, and develop new technologies and hardware to make our user's interaction with computing faster, seamless, and more powerful. Whether finding new ways to capture and sense the world around us, advancing form factors, or improving interaction methods, the Devices & Services team is making people's lives better through technology. Responsibilities Work on iOS mobile applications, cloud services and tools.Design, develop, test, deploy, maintain, and improve IoS mobile application and related software. Manage individual project priorities, deadlines, and deliverables. Build products that can scale it for users around the world."
167,Hiring -Super Women's - Trainer - Work From Home,Jobs Territory,1-9 years,Not Specified,"Greetings from JobsTerritory! JOBS TERRITORY is looking for a qualified woman who is looking to switch or start their career. This opportunity will give you the freedom to work from home FULL TIME Looking for ONLY FEMALE candidates with very strong experience of Training Delivery, Process training experience is Mandatory. Roles and Responsibilities: Responsible for conducting Recruitment process training to new recruits and existing employees on all products & processes.. Should have sound Knowledge of recruitment life cycle and various recruitment methodologies. Should be able to identify effective teaching methodologies and tools to increase recruiter productivity. Preparing training material and design modules using various learning techniques like videos based or activity based etc. Should be in touch with team managers to identify training needs of existing team members and conduct relevant training sessions. Developing individual coaching plans and assessing the progress of the same. Skills Required: Excellent Communication Skills, spoken and written, in English. Maintaining strong and healthy relationships with internal stakeholders. Excellent Facilitation skills, Process training skills PLEASE NOTE:- This is a full-time Job Employment offer. Individuals cannot be working anywhere if they are employed with JOBS TERRITORY. Interested candidates, please send me your updated CV WhatsApp - or call on Sarun@ 8075475370"
168,"School Teacher jobs in Netherland , Canada , Ireland , Germany, UK",Enhances Visa Immigration Private Limited,3-8 years,3000000 - 5000000 INR,"CALL & WHAT'S APP TO MS. Ankita-+91- 8178529686We are on the hunt for a self-motivated and experienced teacher to join our qualified team of educators. As a teacher, you will be responsible for cultivating the students interest in education and development. Your responsibilities will include grading assignments, evaluating students progress, and planning educational activities.You should be a competent professional with in-depth knowledge of teaching best practices and legal educational processes. In addition to having excellent written and verbal communication skills, our ideal candidate will also demonstrate outstanding presentation and interpersonal abilities.Teacher Responsibilities:Develop and issue educational content including notes, tests, and assignments. Supervise classes to ensure all students are learning in a safe and productive environment. Organize supplies and resources for lectures and presentations. Deliver personalized instruction to each student by encouraging interactive learning. Plan and implement educational activities and events. Ensure your classroom is clean and orderly. Prepare and distribute periodic progress reports and semester report cards. Attend parent-teacher meetings. Evaluate and document students progress. Allocate and grade homework, assignments, and tests."
169,Back Office Executive,Rachna Academy Of Career Education Llp,1-3 years,Not Specified,"We are recruiting for an experienced Back Office Executive to join our busy Back Office team. As our Back Office Executive, you will be reporting to the Back Office Manager and assisting with various administrative duties. This will include data management, project processing, market research, data analysis, finances, and administrative duties."
170,"Male Tutor Required For Class 6th (CBSE) All Subjects In Sec – 20,PKL.",Grand Consultants,0-5 years,100000 - 400000 INR,"Home Tuition For Class 6th (CBSE) All Subjects In Sector  20 , Panchkula.  Male Home Tutor Required For Class 6th (CBSE) All Subjects  In Sector  20 , Panchkula.  Tutor Will Get Rs. 7000 For 50 Hours Classes. Timing : 1.5 Hrs Classes ,Daily. Any Time After 6 PM. If You are interested for Teaching Home Tuitions Contact  Achievers 9855566445 Home Tuitions Bureau Running Since 1999 Home Tutors Required for All Classes / All Subjects / All Hobby Classes Area : Chandigarh / Panchkula / Mohali / Kharar / Zirakpur / Mullanpur"
171,SEP Instructor,Tata Group,Not Specified,Not Specified,Job OverviewSEP Instructor shall be responsible to impart effective and efficient SEP training to cabin crew and flight deck crew. The SEP instructor shall conduct examination/assessment/surveillance flights for cabin safety personnel as required in the CAR and the approved training manuals.
172,School Counsellor- Career Counselling,Company Name Confidential,2-7 years,Not Specified,"Roles and Responsibilities:Advises and counsels students regarding academic, educational, and short-term social and emotional problems. Remains universally accessible and makes an effort to know every student for whom they are responsible. Provides individual student planning and responsive services to support students and their families regarding academic matters. Teaches guidance classes and provides guidance counseling to students through planned activities in small group or classroom settings to convey educational, social, and important school information, and offers workshops/seminars for parents. Consults, facilitates, and maintains communication with parents, teachers, administrators, and pertinent agents on specific student and parent academic and educational matters including academic modifications and/or accommodations. Provides feedback and recommends appropriate action and solutions to individual student's academic and educational needs and abilities. Participates on a Student Success Team, identifies students who may need targeted or intensive services, and coordinates with behavioral health specialists. Assists students/parents in understanding school policies and procedures. Provides brief counseling to address social and emotional concerns and appropriately refers students to behavioral health specialists. Communicates, coordinates, and collaborates with behavioral health specialists on developing and implementing student supports. Supports and attends appropriate student activities and events.Key Skills:Desire and ability to work with students at the specified age level with diverse backgrounds and levels of ability toward accomplishing their educational goals. Ability to organize tasks and manage time to meet many and varied deadlines and communicate effectively with students, parents, school administrators and other staff, including the ability to discuss topics which may be sensitive. Working familiarity with student assessment tools, especially in evaluating and interpreting standardized test results. Knowledge of educational software."
173,English Professor Required In Canada | Singapore,Cloud Visa Immigration LLP,3-10 years,5000000 - 7000000 INR,"Call & WhatsApp to Ms.Sneha (HR)-9311529770 Teach courses commensurate to established syllabi. Advise and register assigned students as role of English professor. Participate in retention, placement and cooperative educational activities of students. Prepare and maintain current course syllabi, course outlines and classroom expectations for each course taught. Examine and recommend adequate instructional materials for courses taught. Involve in departmental budget and objectives development. Provide assistance in communication between College and community. Participate in formulation, interpretation and application of division policies and procedures. Participate in course schedules development and coordination. Provide assistance in English student recruitment. Update and maintain accurate academic records. Involve in assigned college committees and professional development activities."
174,School / College Admission Officer - Canada / Singapore / Germany / Netherland / USA,Enhances Visa Immigration Private Limited,3-8 years,3000000 - 5000000 INR,"CALL & WHAT'S APP TO MS. Ankita-+91- 8178529686Provide administrative support including document filing, book-keeping, and faxing during the admission process.Assist in student admission processes based on state and federal laws.Explain the school policies and enrolment process to the students and their families.Provide assistance to students in completing admission forms and other related paperwork.Provide assistance for housing needs, tuition fee collection, and part time jobs for students.Review the new student lists with the Admissions Head and Finance personnel.Schedule student appointments and interviews for admission process.Collaborate with team members to complete and validate the admission files of students.Implement strategic plans and initiatives to achieve the enrolment objectives.Organize educational presentations as per the direction of the Admissions Head.Plan and organize admission related events and activities.Provide support to Admission Director in managing a team of Admission Representatives.Address student queries and complaints in timely fashion.Coordinate with the admission team to schedule admission and recruitment programs.Maintain a student admissions database with clear and complete student enrolment files.Maintain a cordial relationship with the management, students, faculties and administrative teams for smooth operations.Coordinate with marketing communications team for preparing or updating admission materials, college publications and web sites."
175,Vacancy for the post of Assistant Professor/Associate Professor/Professor in the Dept of ECE,BHARAT INSTITUTION,0-10 years,Not Specified,"Job description Assistant Professor: Qualifications and Experience as per AICTE Norms Associate Professor: Should fulfill the above mentioned Assistant professor eligibility and PhD in appropriate discipline. Desirable:- PhD guide with Post Post PhD publications is desirable Experience: Minimum of 5 years experience in teaching / research /industry of which 2 years post PhD experience is desirable. Professor: Should fulfill the above mentioned Associate professor eligibility and PhD in appropriate discipline. Experience: Minimum of 10 years teaching/ research /industrial experience of which at least 5 years should be at the level of Associate professor or Minimum of 13 years experience in teaching and / or Research and /or Industry. In case of research experience, good academic record and books/ research paper publications /IPR/ patents record shall be required as deemed fit by the expert members of the selection committee. If the experience in industry is considered, the same shall be at managerial level equivalent to Associate Professor with active participation record in devising/ designing, planning, executing, analyzing, quality control, innovating, training, technical books/ research paper publications / IPR/ patents, etc., as deemed fit by the expert members of the Selection committee. Note: 1. The selected candidates should execute Service Agreement for Min 1 year. 2. Candidates who have attended Interview in last 6 months need not attend again. Please forward your updated resume. please forward your resume to:[Confidential Information] / [Confidential Information] contact us on : 9705308822/ 6309448894."
176,Product Manager - Technical,Amazon,3-6 years,Not Specified,"DESCRIPTIONJob summaryAmazon Kindle content team is looking for a talented Product Manager-Technical responsible for a new product launch in EdTech space. The ideal candidate can work successfully in a fast-paced environment, has the solid business judgment and a sound technical background, experience partnering with design, business and technical teams, and success with new B2C product launches. This person uses research, metrics and analysis to guide decision-making and think creatively about new opportunities.  Key responsibilities: Have the obsession with driving a best-in-class experience for customers. Lead the development of the customer-focused product strategy and vision supported by internal and external analysisDefine high quality, simple product roadmaps based on team strategy and visionDevelop detailed, crisp business requirements and user storiesWork closely with engineering teams and design teams to deliver the product to market on timelines.Identify, assess, track and resolve issues and risks at multiple levels including technical risks and associated business risks.Manage prioritization and trade-offs among customer experience, performance and operational support loadCreate buy-in for the product vision both internally and with key external partnersBASIC QUALIFICATIONSBasic qualifications: Bachelor's degree in computer science or related field3+years experience in product managementExperience in leading product development start to finish, including shipping customer-facing products (B2C)Ability to drive prioritization consensus in a structured process-driven environment and serve as an effective liaison between customers and engineering.PREFERRED QUALIFICATIONSPreferred qualifications: MBAPrior experience in EdTech or machine learning and/or statistical modellingAbility to operate in a fast-paced environment with a high level of operational excellence including data-driven decision makingAbility to operate with a high level of independence. Proactively define and prioritize work scope and deliverables balancing the short and long term objectives of the program.Ability to dive deep and think through multiple potential outcomes/possibilities to define program requirements.Ability to write crisp, clearly articulated and logically supported recommendations to senior management with minimal supervisionGood interpersonal and collaboration skills."
